name,brand,brand_line,internal_code,internal_code2,ean,top_category,type,price,was_price,discount_percentage,size,availability,description,image_url,rating,review_count,source,scraped_at,url
EAU DE TOILETTE,BVLGARI,PETITS ET MAMANS,BP_538234,,,PARFUM,Eau de parfum,"€ 61,60","€ 77,00",20,100 ML,AVAILABLE,BULGARI BELGIUM SA,https://www.iciparisxl.nl/medias/prd-front-538234-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTA3Njd8aW1hZ2UvanBlZ3xhRGc0TDJnek9DODVOek15TmpjNU9ESTNORGcyTDNCeVpDMW1jbTl1ZEMwMU16Z3lNelJmTWpBeGVESXdNUzVxY0djfGUyNmExZWNmNDZmYzkyZDE4MWMyMDkxY2M3NGI1NmYwMTc2N2NkMDEyZjBjN2I0MTAxOGZkNzM0MDU0ZGQwNDg,,,iciparisxl.nl,1753098068,https://www.iciparisxl.nl/bvlgari/petits-et-mamans/eau-de-toilette/p/BP_538234
GIFTSET EAU DE TOILETTE + SHOWERGEL,DISNEY,FROZEN,BP_1274510,,5430003647042,PARFUM,Eau de parfum,"€ 11,96","€ 14,95",20,Regular Size,AVAILABLE,C&S INTERNATIONAL,https://www.iciparisxl.nl/medias/prd-front-1274510-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTgyMzB8aW1hZ2UvanBlZ3xhRFJqTDJnMU55OHhNRFEzT0RBM09UQTBPVGMxT0M5d2NtUXRabkp2Ym5RdE1USTNORFV4TUY4eU1ERjRNakF4TG1wd1p3fGFjOWIyMGZiN2VmZTMyYjgwMWYyNjVjNmM4ZDcwOGM3NTJmYTIyMTJkMmVmODQ5NzY2NzZkOWE5ZGM0ODY3MjI,,,iciparisxl.nl,1753098068,https://www.iciparisxl.nl/disney/frozen/giftset-eau-de-toilette-showergel/p/BP_1274510
Giftset,DISNEY,Eau my Unicorn,BP_1247924,,5430003647004,PARFUM,Geursets,"€ 11,96","€ 14,95",20,One Size,AVAILABLE,C&S INTERNATIONAL,https://www.iciparisxl.nl/medias/prd-front-1247924-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTI2MDV8aW1hZ2UvanBlZ3xhR0ZrTDJnd1pTOHhNVEkwTlRBM01qWTNPRGswTWk5d2NtUXRabkp2Ym5RdE1USTBOemt5TkY4eU1ERjRNakF4TG1wd1p3fDIxN2U2ZDFlMTc1YmQyNWRmOWMwZGFmMzgxNDE4MDQ5NWM2ZmZlYjQyNGZkNWQ0MzllNDcxZmJkMDYwNzA4NWI,,,iciparisxl.nl,1753098068,https://www.iciparisxl.nl/disney/eau-my-unicorn/giftset/p/BP_1247924
Eau de toilette,DISNEY,Minecraft,BP_1345252,,8411114094564,PARFUM,Eau de parfum,"€ 6,56","€ 8,20",20,30 ML,AVAILABLE,C&S INTERNATIONAL,https://www.iciparisxl.nl/medias/prd-front-1345252-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTMyMDB8aW1hZ2UvanBlZ3xhRGd4TDJnek9DOHhNVEl6TkRnNE5UQXdPVFF6T0M5d2NtUXRabkp2Ym5RdE1UTTBOVEkxTWw4eU1ERjRNakF4TG1wd1p3fDdiZTk3YWM5NjQyZDBkMmE5ZTNhMDRjMWE0OWQwNDM3ZDRkMjBmMzUzNjQwYTZhZjRjYzUwNWE2NjM1ZTAyYzY,,,iciparisxl.nl,1753098068,https://www.iciparisxl.nl/disney/minecraft/eau-de-toilette/p/BP_1345252
Body Spray,JO MALONE LONDON,Cyprus & Grapevine,BP_1366364,,690251159147,PARFUM,Eau de parfum,"€ 65,00",,,125 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1366364-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTM4MjN8aW1hZ2UvanBlZ3xhRGt3TDJoaU9TOHhNVFl5TnpreU1ESTJNVEUxTUM5d2NtUXRabkp2Ym5RdE1UTTJOak0yTkY4eU1ERjRNakF4TG1wd1p3fDNhYzEzNDM5MTE2YTRkNzY3NmQ5YzJmZDBkNDY2YTFjMmExODUyNDVhNGQ4YTRiZjRkYmFkOGM5NDcxNzBlOGQ,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/cyprus-grapevine/body-spray/p/BP_1366364
EAU DE PARFUM,TOM FORD,TUSCAN LEATHER,BP_973543,,,PARFUM,Eau de parfum,"€ 260,00",,,50 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-973543-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjQ5Mjh8aW1hZ2UvanBlZ3xhRE15TDJoaFlTODVOVGd6T1RRd05UTTBNekF5TDNCeVpDMW1jbTl1ZEMwNU56TTFORE5mTWpBeGVESXdNUzVxY0djfDI5YTVlN2FkZDFlNDYxZThlMzE3ZjVjNjkwYWIyYTJmZmZlM2MwMzYzYjY4NTdlZTgxNTZkMzE4OWQ2MjM5OWQ,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/tuscan-leather/eau-de-parfum/p/BP_973543
HAIR MIST,JO MALONE LONDON,WILD BLUEBELL,BP_1027002,,690251077571,PARFUM,Douchegel,"€ 50,00",,,30 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1027002-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTQyNnxpbWFnZS9qcGVnfGFETXdMMmd3WWk4eE1EY3dOalEyTXpReU5EVTBNaTl3Y21RdFpuSnZiblF0TVRBeU56QXdNbDh5TURGNE1qQXhMbXB3Wnd8NGI2YWQzZDMxMThlMTJkYTIwMDg3MjJmMjRkNjFkMjVkOTliOWJlZTdhMzBjODdlYzZkZjlhMmQ2OWIwMzNjOQ,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/wild-bluebell/hair-mist/p/BP_1027002
BODY & HAND WASH,JO MALONE LONDON,POPPY & BARLEY,BP_1039224,,690251082827,PARFUM,Douchegel,"€ 50,00",,,250 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1039224-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTY0MHxpbWFnZS9qcGVnfGFEVTJMMmd3Tmk4eE1EY3dOalEyT0RRM01EZ3hOQzl3Y21RdFpuSnZiblF0TVRBek9USXlORjh5TURGNE1qQXhMbXB3Wnd8Yzc2YmUzOTNjMWFkM2I3YWQ0NzcyOTA2ODc4YTczZjM3ODNkMDMxZTBmY2Q2YTRiMTkxN2NhYjFhN2FjOWNlMQ,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/poppy-barley/body-hand-wash/p/BP_1039224
EAU DE PARFUM,TOM FORD,WHITE SUEDE,BP_1065600,,,PARFUM,Eau de parfum,"€ 70,00",,,10 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-1065600-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjAwMTB8aW1hZ2UvanBlZ3xhREEyTDJnMlpTODVOVGd6T1RRM05qRXlNVGt3TDNCeVpDMW1jbTl1ZEMweE1EWTFOakF3WHpJd01YZ3lNREV1YW5CbnwyODVkNDJkYjY0MTJhYWU4OTI4NDgzYmZiMzkyZDg5NjBmNTNjYjcyM2E2ZTM5ODdiNTg3YWUyYzYwMjZhMDcz,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/white-suede/eau-de-parfum/p/BP_1065600
COLOGNE INTENSE,JO MALONE LONDON,CYPRESS & GRAPEVINE,BP_1090807,,,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1090807-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTY1NzR8aW1hZ2UvanBlZ3xhRGRpTDJoaU15OHhNRFk1TWpRNU1qQTJOamcwTmk5d2NtUXRabkp2Ym5RdE1UQTVNRGd3TjE4eU1ERjRNakF4TG1wd1p3fGM2ZjVkMzBhNTIwOWQ1OWQ1NzlhNDQ2YmM1NzI2YmU0MGE3ZmNkNThmM2I0MDBkZTNiZjYzYzQ2MzA4NmRlOTU,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/cypress-grapevine/cologne-intense/p/BP_1090807
COLOGNE,JO MALONE LONDON,ORANGE BLOSSOM,BP_892742,,,PARFUM,Eau de parfum,"€ 72,00",,,30 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-892742-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NTIxOXxpbWFnZS9qcGVnfGFHRXlMMmhoTmk4eE1EZ3lNamt5T0RZMk1qVTFPQzl3Y21RdFpuSnZiblF0T0RreU56UXlYekl3TVhneU1ERXVhbkJufDNmNjFhZjhmMjUwOGFmNmQ5MjRjMGE1YWQxODU4M2M2YTcwY2E2ZDVmNGRmOTJhMzg0ZTA2ODdkZmQ4NTI5ZGU,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/orange-blossom/cologne/p/BP_892742
COLOGNE,JO MALONE LONDON,WILD BLUEBELL,BP_892798,,,PARFUM,Eau de parfum,"€ 72,00",,,30 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-892798-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NDg5N3xpbWFnZS9qcGVnfGFETmpMMmd5T0M4eE1EZ3lNamcxTnpJeU9ETXhPQzl3Y21RdFpuSnZiblF0T0RreU56azRYekl3TVhneU1ERXVhbkJufDMyYTE0NGMzMDVlNTIxNTE5NjQwZDMyZGIzMDBmMmI3MDQzODM2OGIyNDk5NTU1OTA3ZTQzNTdjMjIyODU0ZWU,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/wild-bluebell/cologne/p/BP_892798
COLOGNE INTENSE,JO MALONE LONDON,VELVET ROSE & OUD,BP_893442,,690251122219,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-893442-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTU5NjB8aW1hZ2UvanBlZ3xhRGM1TDJnMk5DOHhNRFk1TWpRNU5qTXlOalk0Tmk5d2NtUXRabkp2Ym5RdE9Ea3pORFF5WHpJd01YZ3lNREV1YW5CbnxjMDg2YWE2ZDYxNmU0MzNmZWJkNWEyNWEyYzZiYjhkMmYxZmEzODJlMGMxMTNiZjUxNjY5MTMzNTk1Mjk0M2Rh,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/velvet-rose-oud/cologne-intense/p/BP_893442
COLOGNE INTENSE,JO MALONE LONDON,DARK AMBER & GINGER LILY,BP_893463,,,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-893463-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTcwMTN8aW1hZ2UvanBlZ3xhR0kwTDJneFl5OHhNRFk1TWpRNU1ERTJOak13TWk5d2NtUXRabkp2Ym5RdE9Ea3pORFl6WHpJd01YZ3lNREV1YW5CbnwwZmNiZmRkYzMyODU4MjcwMzQyZDY4MGE2MjEyYjdmNTNiYzBjZTdjNTdiZGFhNzE1YWE2ZWI1ZTQ5NDhmOWU1,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/dark-amber-ginger-lily/cologne-intense/p/BP_893463
COLOGNE INTENSE,JO MALONE LONDON,OUD & BERGAMOT,BP_893470,,,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-893470-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTU3MDF8aW1hZ2UvanBlZ3xhREE0TDJoaVpDOHhNRFk1TWpRNU9EWTROVGs0TWk5d2NtUXRabkp2Ym5RdE9Ea3pORGN3WHpJd01YZ3lNREV1YW5CbnxiMjZjMGNiY2ExMTQ2NTM3ZjA2ZTBkYmUzODdjNDQzMDgwNWE1MGFhYTNkYWNhNjU5YzUzMDY4NjRmZDhjMTE4,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/oud-bergamot/cologne-intense/p/BP_893470
COLOGNE,JO MALONE LONDON,POMEGRANATE NOIR,BP_1026953,,,PARFUM,Eau de parfum,"€ 102,00",,,100 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1026953-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8ODcwMnxpbWFnZS9qcGVnfGFHSmlMMmd3TlM4eE1EY3hOVFV4TnpVeE56ZzFOQzl3Y21RdFpuSnZiblF0TVRBeU5qazFNMTh5TURGNE1qQXhMbXB3Wnd8ZDZjZWIwZTViMzRmNmZhNjA2NDlkZTg5OTFiNWJiMTk2ZTc5ZjE1OTZiNmU5NDU4ZjMzYzUyODg5OWI4NDJiMg,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/pomegranate-noir/cologne/p/BP_1026953
EAU DE PARFUM,TOM FORD,FLEUR DE PORTOFINO,BP_934140,,888066041966,PARFUM,Eau de parfum,"€ 260,00",,,50 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/zoom-front-934140-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8NjEyNnxpbWFnZS9qcGVnfGFEbGxMMmcwWmk4NE9UYzJPVGd5TmpBMU9EVTBMM3B2YjIwdFpuSnZiblF0T1RNME1UUXdYekl3TVhneU1ERXxkNGFiYWM3MTU0YjcxYWM4Y2Q0NGY0NjNjZGU3MGIxYWU3ZTQzZDRmYzc3MzI5ZTYwYjJiOTM2YmQ5OTRiOWIz,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/fleur-de-portofino/eau-de-parfum/p/BP_934140
BODY MOISTURIZER,TOM FORD,OUD WOOD,BP_934315,,888066024075,PARFUM,Bodylotion,"€ 78,00",,,150 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-934315-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTE2OTN8aW1hZ2UvanBlZ3xhR016TDJnNE1TODVOVGd6T1RNME5ETTVORFUwTDNCeVpDMW1jbTl1ZEMwNU16UXpNVFZmTWpBeGVESXdNUzVxY0djfDA1ZmZhOTI2MTA1YTY3OTI4NjIwMDRhZGRkYmJmZjE1Y2JmZjg0MmZmYzJiMzI4YTNlNGQ4NjAyZDNmOTBkNjY,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/oud-wood/body-moisturizer/p/BP_934315
ALL OVER BODY SPRAY,TOM FORD,OUD WOOD,BP_934329,,888066030212,PARFUM,Eau de parfum,"€ 78,00",,,150 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-934329-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTA5MDV8aW1hZ2UvanBlZ3xhR0ptTDJoaU55ODVOVGd6T1RRd09USTNOVEU0TDNCeVpDMW1jbTl1ZEMwNU16UXpNamxmTWpBeGVESXdNUzVxY0djfDI2OTdkMzM5OWZjMmQ5Y2Y2MDg3ZDk0Zjk2MjlhN2EwM2M3ZDYzM2FiNmMxZGRjNmViZGQxOGEyMmE0NTlkMjU,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/oud-wood/all-over-body-spray/p/BP_934329
ALL OVER BODY SPRAY,TOM FORD,TOBACCO VANILLE,BP_934497,,888066056069,PARFUM,Eau de parfum,"€ 78,00",,,150 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-934497-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTMzNTR8aW1hZ2UvanBlZ3xhR1l5TDJnM1lTODVOVGd6T1RNME5qTTJNRFl5TDNCeVpDMW1jbTl1ZEMwNU16UTBPVGRmTWpBeGVESXdNUzVxY0djfDI3Y2FjZWIzOGNkMWY2Y2E2MzQ5ZDdkZDVkODk4MzFkNWFkZTYyZGI5ZGE0NDk4ODQ1OWFlNDcxNWVlOGVkZmE,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/tobacco-vanille/all-over-body-spray/p/BP_934497
COLOGNE INTENSE,JO MALONE LONDON,JASMINE SAMBAC & MARIGOLD,BP_957464,,,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-957464-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTc1NTd8aW1hZ2UvanBlZ3xhRGN5TDJnMU55OHhNRFk1TWpRNU1UUTNOekF5TWk5d2NtUXRabkp2Ym5RdE9UVTNORFkwWHpJd01YZ3lNREV1YW5CbnxiYTIzMDZmMmZjNTMwYzhiM2JlZmUxNTUxOWQ5MzZjNGNiOTcyOWU0NDI0MGRiNGE2NjI5NDliN2JiNThiNTFm,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/jasmine-sambac-marigold/cologne-intense/p/BP_957464
HAIR MIST,JO MALONE LONDON,ENGLISH PEAR & FREESIA,BP_1026967,,690251077540,PARFUM,Douchegel,"€ 50,00",,,30 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1026967-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTQ4M3xpbWFnZS9qcGVnfGFERmpMMmd4T0M4eE1EY3dOalExTURRME9EUXhOQzl3Y21RdFpuSnZiblF0TVRBeU5qazJOMTh5TURGNE1qQXhMbXB3Wnd8NGVlZGM5ZTEyY2U4NzMwMTJiZWMzOTI0MWE1ZjE2Zjc3MDMyMzRmMzMzMzA5NjRmMDdhYzMzMjk1NGIwMTg0Ng,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/english-pear-freesia/hair-mist/p/BP_1026967
SCENT SURROUND DIFFUSER,JO MALONE LONDON,PEONY & BLUSH SUEDE,BP_1034786,,690251075157,PARFUM,Eau de parfum,"€ 88,00",,,One Size,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1034786-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTM5ODR8aW1hZ2UvanBlZ3xhR1JpTDJoaE15OHhNRGN6TlRnMk5qQTROVFF3Tmk5d2NtUXRabkp2Ym5RdE1UQXpORGM0Tmw4eU1ERjRNakF4TG1wd1p3fDBkMGVjNWUyNTBhN2FiMjk5YTE2YTFhNTg5MjllYjIyNDk1OGVjNDA4MDkzMTcxNDQzNDE1ZTUzZGE4YmY4NDQ,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/peony-blush-suede/scent-surround-diffuser/p/BP_1034786
EAU DE PARFUM,TOM FORD,ROSE PRICK,BP_1065761,,,PARFUM,Eau de parfum,"€ 350,00",,,10 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-1065761-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTkwNXxpbWFnZS9qcGVnfGFHWTBMMmhtTWk4NU5UZ3pPVFF4TXpJd056TTBMM0J5WkMxbWNtOXVkQzB4TURZMU56WXhYekl3TVhneU1ERXVhbkJufDk5OWY1YzM1YmJjMGZkZTVjN2RkNzA0OWIyYWI3N2M1NjkyYmYxNTg2Y2M1ZjQ3YmEyNTZkZmQ4ZjcwZmE4MGY,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/rose-prick/eau-de-parfum/p/BP_1065761
EAU DE PARFUM,TOM FORD,SANTAL BLUSH,BP_1184490,,,PARFUM,Eau de parfum,"€ 160,00",,,50 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-1184490-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjQ0Nzh8aW1hZ2UvanBlZ3xhRGd3TDJneU5DODVPREl6TkRRMU5UZ3hPRFUwTDNCeVpDMW1jbTl1ZEMweE1UZzBORGt3WHpJd01YZ3lNREV1YW5Cbnw0MWJjZTY2ZDQ1MmNhYjZkMWMzMTRiNTA2NjkxNjc3MzA3MjczNDNmOTA0NTQyMmE1ZTkwMWUyZjdkNWIyY2U5,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/santal-blush/eau-de-parfum/p/BP_1184490
ALL OVER BODY SPRAY,TOM FORD,NEROLI PORTOFINO,BP_674951,,888066020718,PARFUM,Eau de parfum,"€ 78,00",,,150 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-674951-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTQ0Njh8aW1hZ2UvanBlZ3xhREU0TDJnMU55ODVOakkzTlRnME5qVTVORGcyTDNCeVpDMW1jbTl1ZEMwMk56UTVOVEZmTWpBeGVESXdNUzVxY0djfDYzOTliNDZiYTNmYmMwZjFkMDExMGRiYWRlZjM0MmQ5ZWJmZDA5ZDE2NzI1MmY2N2EzMGY0Y2RlMWI1NWUzOTc,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/neroli-portofino/all-over-body-spray/p/BP_674951
COLOGNE INTENSE,JO MALONE LONDON,TUBEROSE ANGELICA,BP_893477,,,PARFUM,Eau de parfum,"€ 195,00",,,100 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-893477-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTQ3MTh8aW1hZ2UvanBlZ3xhR0kxTDJnMllpOHhNRFk1TWpRNU5EUXlOakUwTWk5d2NtUXRabkp2Ym5RdE9Ea3pORGMzWHpJd01YZ3lNREV1YW5CbnxlMWU5Nzc5ZjU2ZmYyMmJjNDQ5NGMxYWFmMzYzNDAwY2U3NDI2MjkyNzYwN2QxMGRiZTEzODFjODcyMTgyOGM4,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/tuberose-angelica/cologne-intense/p/BP_893477
ALL OVER BODY SPRAY,TOM FORD,TUSCAN LEATHER,BP_934525,,888066056083,PARFUM,Eau de parfum,"€ 78,00",,,150 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-934525-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTMzNzl8aW1hZ2UvanBlZ3xhR1poTDJnM015ODVOVGd6T1RNNU16VTBOalUwTDNCeVpDMW1jbTl1ZEMwNU16UTFNalZmTWpBeGVESXdNUzVxY0djfDMxZDRiOTg0N2M3YzlhNzkwNWE4NWQ0ZmZjZGY1ODBjZDA1NGI0YWFjM2EwZGYyMzRmODY0NmUyMjM4ZmRkYjU,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/tuscan-leather/all-over-body-spray/p/BP_934525
COLOGNE INTENSE,JO MALONE LONDON,RED HIBISCUS,BP_1287278,,,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1287278-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTQ5OXxpbWFnZS9qcGVnfGFEYzBMMmhoT0M4eE1EYzJNVFEyTXpBM01EYzFNQzl3Y21RdFpuSnZiblF0TVRJNE56STNPRjh5TURGNE1qQXhMbXB3Wnd8ZDYzMWZjNzMyYmJlNDY5ZGU4M2NjZjNkNTQ3MjZkNzVmNWNiYjhjYmYyZTJhZDY1NTA5NjZkZWJkOTE0ZmYyNw,5,1,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/red-hibiscus/cologne-intense/p/BP_1287278
Cologne,JO MALONE LONDON,ENGLISH PEAR & SWEET PEA COLOGNE,BP_1356921,,690251147168,PARFUM,Eau de parfum,"€ 102,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1356921-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NjExOXxpbWFnZS9qcGVnfGFESmlMMmhsWlM4eE1UVXpNVEUzTXpBek5qQTJNaTl3Y21RdFpuSnZiblF0TVRNMU5qa3lNVjh5TURGNE1qQXhMbXB3Wnd8ZDZlYzBmNjI0N2I3ZDlkYzliODkwYTBjNzhmMDUyY2Q2ODI0ZGIzMzI0YTVhNTRhZjlhN2JlMDY4NjVkYmY0Mw,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/english-pear-sweet-pea-cologne/cologne/p/BP_1356921
EAU DE PARFUM,TOM FORD,ELECTRIC CHERRY,BP_1202991,,,PARFUM,Eau de parfum,"€ 215,00",,,30 ML,AVAILABLE,ESTEE AFD. TOM FORD,https://www.iciparisxl.nl/medias/prd-front-1202991-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MzE1NTV8aW1hZ2UvanBlZ3xhRGhqTDJobE5DOHhNREUzTnpjM01UUXpPREV4TUM5d2NtUXRabkp2Ym5RdE1USXdNams1TVY4eU1ERjRNakF4TG1wd1p3fGVkMTMyYWFhMTRmOWEwMDc3Y2VlYzYyMzQ5MzVhMzE0NTRhYzc4ZmQ0NDM5YTI1MDVmMDllZjFlOTcxMWJlMDc,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/tom-ford/electric-cherry/eau-de-parfum/p/BP_1202991
BODY & HAND WASH,JO MALONE LONDON,MYRRH & TONKA,BP_1287285,,690251131648,PARFUM,Douchegel,"€ 62,00",,,250 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1287285-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NzM0MnxpbWFnZS9qcGVnfGFEWXhMMmd6TVM4eE1EYzJNVFEyTURjeE1UUTFOQzl3Y21RdFpuSnZiblF0TVRJNE56STROVjh5TURGNE1qQXhMbXB3Wnd8OWQzZjBiOTIwYWZiNGUxOGU2ZDI1Y2ExMTQ4NWY4MTYzNzFjM2I3NzQ1NWQ5MWM1M2RlY2M1ZGE5OGZhNGYyOA,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/myrrh-tonka/body-hand-wash/p/BP_1287285
COLOGNE INTENSE,JO MALONE LONDON,HINOKI & CEDARWOOD,BP_1318995,,,PARFUM,Eau de parfum,"€ 136,00",,,50 ML,AVAILABLE,JO MALONE,https://www.iciparisxl.nl/medias/prd-front-1318995-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTYyMjR8aW1hZ2UvanBlZ3xhR1JrTDJnd01DOHhNVEUyTkRrNE16RXpNakU1TUM5d2NtUXRabkp2Ym5RdE1UTXhPRGs1TlY4eU1ERjRNakF4TG1wd1p3fDdjYWRmY2ZkNjFmNjA1Njk4Zjc1Mjg3ZTRmOTJhZmI4OGM2M2QzOTdhM2JmNzFjOWYzOWY3NWY2YjlkODAzZTQ,,,iciparisxl.nl,1753098077,https://www.iciparisxl.nl/jo-malone-london/hinoki-cedarwood/cologne-intense/p/BP_1318995
