name,brand,brand_line,internal_code,internal_code2,ean,top_category,type,price,was_price,discount_percentage,size,availability,description,image_url,rating,review_count,source,scraped_at,url
HUGO BOSS ALIVE EAU DE PARFUM,HUGO BOSS,ALIVE,BP_1067518,,,PARFUM,Eau de parfum,"€ 67,20","€ 84,00",20,30 ML,AVAILABLE,COTY BELGIUM NV LUX,https://www.iciparisxl.nl/medias/prd-front-1067518-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NTYwNHxpbWFnZS9qcGVnfGFHRmtMMmhtTXk4eE1URTNOamt3TkRVMU5qVTNOQzl3Y21RdFpuSnZiblF0TVRBMk56VXhPRjh5TURGNE1qQXhMbXB3Wnd8MTAzMzM4ZmMzNzg3MGE3MDQ3N2I3OWQzMDY0NTVmYTc4ZDM2NzkyYWE5ZTVmZGYyYTk4MGE5YTEwMTg5YWRmMQ,4.89,123,iciparisxl.nl,1753097951,https://www.iciparisxl.nl/hugo-boss/alive/hugo-boss-alive-eau-de-parfum/p/BP_1067518
Eau De Parfum - Navulbaar Parfum,MUGLER,Alien,BP_253187,,,PARFUM,Eau de parfum,"€ 84,00","€ 105,00",20,30 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-253187-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjY3NjZ8aW1hZ2UvanBlZ3xhR1l5TDJnM05pOHhNVEE0TURjME5EVTVPVFU0TWk5d2NtUXRabkp2Ym5RdE1qVXpNVGczWHpJd01YZ3lNREV1YW5CbnwxZjMzZDE1YTQ4OGI2NGRmMTZiNThiMDNiZGFjZDI5ODZlNzM5MWI5ZGQ1MjAyNWYxMmJjNzJhZjY3OTJiMTg1,4.83,122,iciparisxl.nl,1753097951,https://www.iciparisxl.nl/mugler/alien/eau-de-parfum-navulbaar-parfum/p/BP_253187
Eau de parfum,GUESS,Iconic,BP_1314130,,,PARFUM,Eau de parfum,"€ 35,20","€ 44,00",20,30 ML,AVAILABLE,ELHA COSMETICS,https://www.iciparisxl.nl/medias/prd-front-1314130-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MzE2NDZ8aW1hZ2UvanBlZ3xhRGszTDJnNFlpOHhNRGsxTVRBMU1qZ3lNRFV4TUM5d2NtUXRabkp2Ym5RdE1UTXhOREV6TUY4eU1ERjRNakF4TG1wd1p3fGNhM2U4MjFjZmE2MzY2ZDM2ZmZhNDM4OTE0YmJkNjMxYjM2YzNiZTJjMmY1NjhjMGZiNzNjNDYxNmNkYTg0ZTU,4.96,119,iciparisxl.nl,1753097951,https://www.iciparisxl.nl/guess/iconic/eau-de-parfum/p/BP_1314130
EAU DE PARFUM ROUGE,GIVENCHY,L'INTERDIT,BP_1134067,,,PARFUM,Eau de parfum,"€ 32,80","€ 41,00",20,35 ML,AVAILABLE,GUERLAIN BENELUX,https://www.iciparisxl.nl/medias/prd-front-1134067-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTE3MDJ8aW1hZ2UvanBlZ3xhRGM1TDJoaU1TOHhNREkzTXprMk5UUTNNemd5TWk5d2NtUXRabkp2Ym5RdE1URXpOREEyTjE4eU1ERjRNakF4TG1wd1p3fGVjODUyZjIzZGQ2MDY4ODY2ZTRkOGM4MWEzMzMxODc1YzJjMmE4YjdlNTJiNDczMzhiYWMyZjY4Yjk4YWQzNWY,4.91,118,iciparisxl.nl,1753097951,https://www.iciparisxl.nl/givenchy/linterdit/eau-de-parfum-rouge/p/BP_1134067
eau de parfum intense,NARCISO RODRIGUEZ,for her,1350852,BP_1350852,3423222121273,PARFUM,Eau de parfum,"€ 99,20","€ 124,00",20,50 ML,AVAILABLE,SHISEIDO BELGIUM,https://www.iciparisxl.nl/medias/prd-front-1350852-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjYxNjN8aW1hZ2UvanBlZ3xhR1ExTDJoak15OHhNVGMzTmpVNU56WXlNamd4TkM5d2NtUXRabkp2Ym5RdE1UTTFNRGcxTWw4eU1ERjRNakF4TG1wd1p3fDZkNjY0ZGU4M2MyYjZlOTU1MDVkYzg1MTM1OTJmMTFkNDU2NTc2ZWRhYzNhZjE0NTk1YThkYWI5MWEyMGJlNTQ,4.33,3,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/narciso-rodriguez/for-her/eau-de-parfum-intense/p/BP_1350852?varSel=1350852
Eau de parfum,GUCCI,Flora Gorgeous Gardenia Intense,1382492,BP_1382485,3616305275745,PARFUM,Eau de parfum,"€ 137,60","€ 172,00",20,100 ML,AVAILABLE,COTY BELGIUM NV LUX,https://www.iciparisxl.nl/medias/prd-front-1382492-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MzAzNzB8aW1hZ2UvanBlZ3xhR0ptTDJnd09DOHhNVGMzTkRZM01EUXpPRFF6TUM5d2NtUXRabkp2Ym5RdE1UTTRNalE1TWw4eU1ERjRNakF4TG1wd1p3fDVhZTQ4ZGFjNDZmOGQyYmVmNTQ3MjMzMjliZTc0ZjkxMDUzN2JjNDU5YjYzMWQwN2Q5OGRlMGMzMmEyOTBjOGQ,5,1,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/gucci/flora-gorgeous-gardenia-intense/eau-de-parfum/p/BP_1382485?varSel=1382492
Radiant Concealer - Concealer En Multivitamine Serum 2-In-1,IT COSMETICS,Do-It-All,1381778,BP_1381841,3605973012028,PARFUM,Concealer,"€ 36,00",,,Standard,AVAILABLE,L´OREAL BELGILUX,https://www.iciparisxl.nl/medias/prd-front-1381778-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTA2NnxpbWFnZS9qcGVnfGFEZ3lMMmc1TkM4eE1UYzNNREk0TURRM05qY3dNaTl3Y21RdFpuSnZiblF0TVRNNE1UYzNPRjh5TURGNE1qQXhMbXB3Wnd8YWE0MjE0MTYxZTg1YjkwNmM2YjlkMTZhM2MwOTA1MGU5ZDAwZWU2YTc1OTRmMjQ5YTc4N2EwMDliMWE4MzgxMQ,,,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/it-cosmetics/do-it-all/radiant-concealer-concealer-en-multivitamine-serum-2-in-1/p/BP_1381841?varSel=1381778
UV Protective Compact Foundation SPF30,SHISEIDO,Suncare,1299192,BP_1304750,0730852213203,PARFUM,Zonnebescherming,"€ 34,40","€ 43,00",20,Standard,AVAILABLE,SHISEIDO GROUP BELGIUM,https://www.iciparisxl.nl/medias/prd-front-1299192-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MzU3OTd8aW1hZ2UvanBlZ3xhRGMxTDJnME1pOHhNVFl6TWpFM05qazFOVFF5TWk5d2NtUXRabkp2Ym5RdE1USTVPVEU1TWw4eU1ERjRNakF4TG1wd1p3fGIyYjA1ODBhZTUxOTI2NmU5OTZhMDY0MDJmYzZmMGUzYzk1NjU3N2UyMzU5OTBmMTc0OTA3ZjQ4YjA5YzQwMzg,,,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/shiseido/suncare/uv-protective-compact-foundation-spf30/p/BP_1304750?varSel=1299192
Eau de parfum,GUESS,ICONIC,1372181,BP_1372181,0085715323668,PARFUM,Eau de parfum,"€ 35,20","€ 44,00",20,30 ML,AVAILABLE,ELHA COSMETICS,https://www.iciparisxl.nl/medias/prd-front-1372181-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8Mjc5OTh8aW1hZ2UvanBlZ3xhRE0zTDJoaU1DOHhNVFk1TnpJM016ZzVOams1TUM5d2NtUXRabkp2Ym5RdE1UTTNNakU0TVY4eU1ERjRNakF4TG1wd1p3fGQ3NTg5ZmZiMWRiODg2YjgxOTgwNjdjYzQyMmI5N2VjOGRkYzNlNjJiNGI0MWFhNWY2ODU5M2JkYjNhNzZlZWU,5,2,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/guess/iconic/eau-de-parfum/p/BP_1372181
No.4FINE Bond Maintenance Shampoo,OLAPLEX,CORE,1367470,BP_1367470,0850056933575,PARFUM,Shampoo,"€ 32,00",,,250 ML,AVAILABLE,OLAPLEX,https://www.iciparisxl.nl/medias/prd-front-1367470-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTA3MDh8aW1hZ2UvanBlZ3xhRGhsTDJnME1DOHhNVGN4TlRZek5qZzROelU0TWk5d2NtUXRabkp2Ym5RdE1UTTJOelEzTUY4eU1ERjRNakF4TG1wd1p3fGU2NTM0YTQyM2ViZWE1MDg4NTg0ODllMjkzMDkzMjNkYzI0YTg1YWQyNmRkYzIyZGIwNDAzMzJhNWM0ZDJjZDc,5,2,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/olaplex/core/no4fine-bond-maintenance-shampoo/p/BP_1367470
WATERPROOF OOGSCHADUW STICK- 24U LANGHOUDEND,BOBBI BROWN,LONGWEAR CREAM SHADOW STICK,925999,BP_1068862,0716170148076,PARFUM,Oogschaduw,"€ 34,40","€ 43,00",20,One Size,AVAILABLE,ESTEELAUDER BOBBI BROWN,https://www.iciparisxl.nl/medias/prd-front-925999-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjA2ODh8aW1hZ2UvanBlZ3xhREJtTDJobE9DODVPVEUyTWprMk5EazFNVE0wTDNCeVpDMW1jbTl1ZEMwNU1qVTVPVGxmTWpBeGVESXdNUzVxY0djfGZhMDViZmZhZmVmNjA3MTM0Yjc0NTQwYjYxNWM0MmRhY2Q1NzE5ZWI5YmMzMjNlYmJjYTBkZTllYzU0ZTA2MDU,5,1,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/bobbi-brown/longwear-cream-shadow-stick/waterproof-oogschaduw-stick-24u-langhoudend/p/BP_1068862?varSel=925999
Face Cream SPF50,LANCASTER,Sun Beauty,1157062,BP_1157062,3616302022502,PARFUM,Zonnebescherming,"€ 24,00","€ 40,00",40,50 ML,AVAILABLE,COTY BELGIUM NV LUX,https://www.iciparisxl.nl/medias/prd-front-1157062-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjI4NjN8aW1hZ2UvanBlZ3xhRFl4TDJnM05TOHhNVFUyTVRJM01Ea3pOVFU0TWk5d2NtUXRabkp2Ym5RdE1URTFOekEyTWw4eU1ERjRNakF4TG1wd1p3fDcwMmQ3MDgyYjg2NzJmNzRiMjExNmVmYmY4MjU3NzUwYjFhOTRlZmE4ODdlMTQ3ZDFmMjA1ZWFkNTE3ODg4MWU,4.88,8,iciparisxl.nl,1753097958,https://www.iciparisxl.nl/lancaster/sun-beauty/face-cream-spf50/p/BP_1157062
PARFUM MANNEN,AZZARO,The Most Wanted,BP_1164363,,,PARFUM,Eau de parfum,"€ 96,00","€ 120,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1164363-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjIyMTJ8aW1hZ2UvanBlZ3xhR0pqTDJneU55ODVOVGcwTURFeE56Y3hPVE0wTDNCeVpDMW1jbTl1ZEMweE1UWTBNell6WHpJd01YZ3lNREV1YW5CbnxiZGVjMGUwN2RiMjNkMjNhZWZmOGQ1NmRkMjdiNjM1MzczZjBiYmZmOWVmOGU4YWJkMTU2OWY4YTdmMjJkOGEy,4.93,546,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/azzaro/the-most-wanted/parfum-mannen/p/BP_1164363
PARFUM INTENSE,RABANNE,1 MILLION ELIXIR,BP_1151273,,,PARFUM,Eau de parfum,"€ 88,88","€ 111,10",20,50 ML,AVAILABLE,PUIG BELUX,https://www.iciparisxl.nl/medias/prd-front-1151273-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8ODk3NnxpbWFnZS9qcGVnfGFERXdMMmd3WlM4eE1UVXhOREF3TkRNM016VXpOQzl3Y21RdFpuSnZiblF0TVRFMU1USTNNMTh5TURGNE1qQXhMbXB3Wnd8NWIwNThkMTI4MGQ2MzMxY2Y3MGQ1MjBkODFkMjRmOTE1ODk0Nzc1YWExODNiMGNkZTU4MDgxMWIxNmE0NzQ1MA,4.85,317,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/rabanne/1-million-elixir/parfum-intense/p/BP_1151273
Eau Forte - Parfum zonder alcohol - Frisse en intense noten,DIOR,SAUVAGE,BP_1329012,,,PARFUM,Eau de parfum,"€ 103,32","€ 129,15",20,60 ML,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1329012-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTg0ODJ8aW1hZ2UvanBlZ3xhRFJpTDJoak1pOHhNVEkyTlRBME9UQXdNakF4TkM5d2NtUXRabkp2Ym5RdE1UTXlPVEF4TWw4eU1ERjRNakF4TG1wd1p3fDk0ZDgyOGRkMWI5MGM5OGYxNTBhOTZjOWJmNWNlMTc3NmVlMDMzNjNkOTA5NjQ2NDIzNDU4NzcyYzM2ZWM2ZWI,4.74,238,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/dior/sauvage/eau-forte-parfum-zonder-alcohol-frisse-en-intense-noten/p/BP_1329012
Le Parfum - Navulbaar Herenparfum,ARMANI,Code,BP_1176720,,,PARFUM,Eau de parfum,"€ 97,60","€ 122,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1176720-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTAyODR8aW1hZ2UvanBlZ3xhRFUzTDJnMFlTOHhNVEEzT0RVeU5EWXdNRE0xTUM5d2NtUXRabkp2Ym5RdE1URTNOamN5TUY4eU1ERjRNakF4TG1wd1p3fGYxYmNiZjgzMmJlNmFhYThmYWIxYTBhNzU2NDAzMGE2ZmYxYWUxMWVhM2JhMmEwYmUyZmNhNDA5ZGUzMzA4NjI,4.91,211,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/armani/code/le-parfum-navulbaar-herenparfum/p/BP_1176720
Eau De Parfum - Navulbaar Herenparfum,YVES SAINT LAURENT,Y,BP_986339,,,PARFUM,Eau de parfum,"€ 92,00","€ 115,00",20,60 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-986339-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NjUyMXxpbWFnZS9qcGVnfGFEbGpMMmcyTlM4eE1EZzROVFE1T1RrM056YzFPQzl3Y21RdFpuSnZiblF0T1RnMk16TTVYekl3TVhneU1ERXVhbkJufGYyMzE2NjMyYzE3NmUxY2U5YmM5YTg2YmJhN2I2MWY4NTVkZmFkNjg0ODljODJkNGY0NzFkZTk4YzViYjg3N2M,4.89,204,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/yves-saint-laurent/y/eau-de-parfum-navulbaar-herenparfum/p/BP_986339
EAU DE TOILETTE,GUCCI,GUILTY POUR HOMME,BP_531507,,,PARFUM,Eau de parfum,"€ 68,80","€ 86,00",20,50 ML,AVAILABLE,COTY BELGIUM NV LUX,https://www.iciparisxl.nl/medias/prd-front-531507-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTUyODl8aW1hZ2UvanBlZ3xhR1F5TDJnMU1TOHhNRE00TVRFNU5qUTJNREEyTWk5d2NtUXRabkp2Ym5RdE5UTXhOVEEzWHpJd01YZ3lNREV1YW5CbnwxYTBmZTc2ZWEzMzIxNmEwMGQ3MzBmMDkwYzljNTc3NzE5YTc4M2I1YmM1NjgyODA2ZTI4ZDU4NjY4ZTQxMjVl,4.85,134,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/gucci/guilty-pour-homme/eau-de-toilette/p/BP_531507
EAU DE PARFUM INTENSE MANNEN,AZZARO,THE MOST WANTED,BP_1127942,,,PARFUM,Eau de parfum,"€ 92,00","€ 115,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1127942-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8MTk1MTB8aW1hZ2UvanBlZ3xhRFF4TDJoaE1pODVNVFkzTVRjMk5ETXpOamswTDNCeVpDMW1jbTl1ZEMweE1USTNPVFF5WHpJd01YZ3lNREV8YzJlMzY4NzEzZjAyZmUxNzFmNGFiOTYzYjM1OTU1ZDFiYWIxMzYxOTIwNmJlNDYwOWNkMGZjYjkxMWI2OTMwNw,4.89,123,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/azzaro/the-most-wanted/eau-de-parfum-intense-mannen/p/BP_1127942
Eau De Toilette - Navulbaar Herenparfum,PRADA,Luna Rossa Ocean,BP_1136244,,,PARFUM,Eau de parfum,"€ 77,60","€ 97,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1136244-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjM4NDR8aW1hZ2UvanBlZ3xhR0V4TDJnNU9TOHhNVFkwTWpVeE1ERTBOell4TkM5d2NtUXRabkp2Ym5RdE1URXpOakkwTkY4eU1ERjRNakF4TG1wd1p3fDRhYzljMmEzMDcyNzU1N2RlMDljMDQ2MzQ3ZDg5ZGQ3MzlhMDg0M2YzNDU4ZWM0ZGFhYzJkYjdjZTZkNDc1NDI,4.9,119,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/prada/luna-rossa-ocean/eau-de-toilette-navulbaar-herenparfum/p/BP_1136244
EAU DE TOILETTE MANNEN,VIKTOR & ROLF,SPICEBOMB,BP_614772,,,PARFUM,Eau de parfum,"€ 76,00","€ 95,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-614772-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NzYwM3xpbWFnZS9qcGVnfGFERmpMMmhpTUM4eE1ESXhNVFkyTnprd01qUTVOQzl3Y21RdFpuSnZiblF0TmpFME56Y3lYekl3TVhneU1ERXVhbkJufDU3MGE0MzgwMzNkOGJjNmMyM2Q3ZWQ3MjM4ZDhkYTE2NmJkODUzMGNiZTg0YzYyYjI5NzhmMTA3OThiNTI0MTQ,4.77,117,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/viktor-rolf/spicebomb/eau-de-toilette-mannen/p/BP_614772
EAU DE TOILETTE,DAVIDOFF,COOL WATER MAN,BP_36364,,,PARFUM,Eau de parfum,"€ 36,00","€ 45,00",20,125 ML,AVAILABLE,COTY BELGIUM NV LUX,https://www.iciparisxl.nl/medias/prd-front-36364-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8Njg0NHxpbWFnZS9qcGVnfGFEQmpMMmczWWk4eE1USTBOVEF3TnpreU9UTTNOQzl3Y21RdFpuSnZiblF0TXpZek5qUmZNakF4ZURJd01TNXFjR2N8OTA5ZWI1ODU1MTE2ZGVjNjc0MTI1YTAzYTgwMDA2YTg1Yzk1YmM4OWRkZjdiYzBiYzVjMDRkY2NhNmVjODZmMQ,4.83,114,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/davidoff/cool-water-man/eau-de-toilette/p/BP_36364
"Parfum - Amberachtige, Houtachtige & Florale Noten",DIOR,Dior Homme Parfum,BP_1348395,,,PARFUM,Eau de parfum,"€ 103,20","€ 129,00",20,50 ML,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1348395-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTQ0Nzd8aW1hZ2UvanBlZ3xhRFprTDJnME1DOHhNVFEwTmprNE16YzFNemMxT0M5d2NtUXRabkp2Ym5RdE1UTTBPRE01TlY4eU1ERjRNakF4TG1wd1p3fDJjMWYyZjQxNjYyZDg5NDc2YjE5YjM3YjM1YjUwZmY3YTA4NDU3MGQ2NGM0Y2IzNmIyMmJhNTllOGI0NmZlMDY,4.81,112,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/dior/dior-homme-parfum/parfum-amberachtige-houtachtige-florale-noten/p/BP_1348395
PARFUM INTENSE,HUGO BOSS,BOTTLED ELIXIR,BP_1257605,,,PARFUM,Eau de parfum,"€ 96,00","€ 120,00",20,50 ML,AVAILABLE,COTY BELGIUM NV LUX,https://www.iciparisxl.nl/medias/prd-front-1257605-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjE1OTV8aW1hZ2UvanBlZ3xhREF6TDJnelpDOHhNVE14TlRrd05EazNNRGM0TWk5d2NtUXRabkp2Ym5RdE1USTFOell3TlY4eU1ERjRNakF4TG1wd1p3fDQ4ZjA5ODc1NjQ3MTkyMjMwNzc5MjU1Y2IzODMwYjk4ZjlkZDg0ODcxNTViZDI0YTk0NWM2ZjhkZWI4OTEyNGY,4.98,104,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/hugo-boss/bottled-elixir/parfum-intense/p/BP_1257605
Eau De Parfum - Navulbaar Herenparfum,YVES SAINT LAURENT,MYSLF,BP_1260251,,,PARFUM,Eau de parfum,"€ 95,20","€ 119,00",20,60 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1260251-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8Njk1NHxpbWFnZS9qcGVnfGFHTTFMMmc0T1M4eE1EVXhPREV3TXpreE5qVTNOQzl3Y21RdFpuSnZiblF0TVRJMk1ESTFNVjh5TURGNE1qQXhMbXB3Wnd8MTU0ZWExNDIxYTk2ODJkMGNiNWMxNGM3MmNjNjE3ZDE2MGU5NzFhYmRjOTc4NmFhMGNmNjkwNTBjYjcwYTZkNQ,4.79,103,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/yves-saint-laurent/myslf/eau-de-parfum-navulbaar-herenparfum/p/BP_1260251
EAU DE TOILETTE,DIOR,DIOR HOMME SPORT,BP_1150230,,,PARFUM,Eau de parfum,"€ 82,64","€ 103,30",20,75 ML,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1150230-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTg5NjV8aW1hZ2UvanBlZ3xhREUxTDJoaU9DOHhNVFV4TkRBd01UUTRPVGsxTUM5d2NtUXRabkp2Ym5RdE1URTFNREl6TUY4eU1ERjRNakF4TG1wd1p3fDJlNzA5Y2MzOWY1YTcxOTliNzQ1OWUwM2FlZjc5ODJkMmU2MTNkNDYwMGEzMTYwYzgzNDE1ZmQ0NGZmNmVhNzg,4.92,88,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/dior/dior-homme-sport/eau-de-toilette/p/BP_1150230
EAU DE PARFUM MANNEN,YVES SAINT LAURENT,Y INTENSE,BP_1199057,,,PARFUM,Eau de parfum,"€ 104,00","€ 130,00",20,60 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1199057-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTc3Nzh8aW1hZ2UvanBlZ3xhREl3TDJnM055OHhNREUzTURVNE9UTXhOVEV3TWk5d2NtUXRabkp2Ym5RdE1URTVPVEExTjE4eU1ERjRNakF4TG1wd1p3fDNlYjMzNTFhMzg5MzM4ZWY2M2RiY2EwMjhhNDYwMDU1NmFiMTUxYjljYWMxOWU4YjQwOTBkZjgwYzY0NjA2MTA,4.76,76,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/yves-saint-laurent/y-intense/eau-de-parfum-mannen/p/BP_1199057
Le Parfum - Herenparfum,YVES SAINT LAURENT,MYSLF,BP_1325106,,,PARFUM,Eau de parfum,"€ 114,40","€ 143,00",20,60 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1325106-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTI2MzJ8aW1hZ2UvanBlZ3xhRFkxTDJoaE5DOHhNVEUxTVRRME9UZ3hOekV4T0M5d2NtUXRabkp2Ym5RdE1UTXlOVEV3Tmw4eU1ERjRNakF4TG1wd1p3fGRlZjZkYjY1NDZiMTIyYWU5NmUzZTIwMzM0OWY1OTNjOTIyMmIxNDJlMDAzMmE4NjdjODUyM2RhZjM4NzQ5MDk,4.82,71,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/yves-saint-laurent/myslf/le-parfum-herenparfum/p/BP_1325106
EAU DE TOILETTE,RABANNE,PHANTOM,BP_1134046,,,PARFUM,Eau de parfum,"€ 71,64","€ 89,55",20,50 ML,AVAILABLE,PUIG BELUX,https://www.iciparisxl.nl/medias/prd-front-1134046-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjU2OTJ8aW1hZ2UvanBlZ3xhR1F5TDJnNFl5OHhNVFV4TXprM056ZzVOams1TUM5d2NtUXRabkp2Ym5RdE1URXpOREEwTmw4eU1ERjRNakF4TG1wd1p3fGE0ZDdmYzliMjhmOWY4NzFjZmM2NzhhZTY2M2JhN2ZiNTI3MzA1NWRhMzZlYzhhMDcxYzc0YjM3ZWE5NWViZjQ,4.87,71,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/rabanne/phantom/eau-de-toilette/p/BP_1134046
EAU DE PARFUM MANNEN,AZZARO,WANTED,BP_1198721,,,PARFUM,Eau de parfum,"€ 84,00","€ 105,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1198721-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjEzNjV8aW1hZ2UvanBlZ3xhRFJrTDJnek1TOHhNREl5TVRBM01qTTFNVEkyTWk5d2NtUXRabkp2Ym5RdE1URTVPRGN5TVY4eU1ERjRNakF4TG1wd1p3fDQwYTMxMzliM2Q2MTkyZDVkZjQ3MzczYWMyNjFiMjJiYTRjY2NiZGY3M2IxNTU2YmExN2FmNWY2ZjY4ZjJkZTA,4.61,70,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/azzaro/wanted/eau-de-parfum-mannen/p/BP_1198721
Elixir,DIOR,SAUVAGE,BP_1135964,,,PARFUM,Eau de parfum,"€ 144,60","€ 180,75",20,60 ML,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1135964-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjA1ODB8aW1hZ2UvanBlZ3xhRFkzTDJnd015OHhNVEkyTlRBME56UXlPVEUxTUM5d2NtUXRabkp2Ym5RdE1URXpOVGsyTkY4eU1ERjRNakF4TG1wd1p3fGUxZmM2NzM1Y2M4NWIzODc3Y2U1YjJjNjU5OTU0NzliMjBjMWYyY2E2N2VlYWVlYTc3NDA0NWVhMjc2NGUzODQ,4.87,68,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/dior/sauvage/elixir-/p/BP_1135964
Eau de parfum mannen,VIKTOR & ROLF,Spicebomb Dark Leather,BP_1317973,,,PARFUM,Eau de parfum,"€ 84,00","€ 105,00",20,50 ML,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1317973-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjI1NzZ8aW1hZ2UvanBlZ3xhREk0TDJnMk1TOHhNVEF6TmpNeE16QTFPVE0xT0M5d2NtUXRabkp2Ym5RdE1UTXhOemszTTE4eU1ERjRNakF4TG1wd1p3fDI3MWIwMDU2MjgzZjVjZDE4OTViZTlhYmUyYmIwMmUyYmE0N2VkOGMyZmJkOTE1MGM2MWIyMTc5NjMzYTBkZTk,4.31,67,iciparisxl.nl,1753097993,https://www.iciparisxl.nl/viktor-rolf/spicebomb-dark-leather/eau-de-parfum-mannen/p/BP_1317973
